adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,"[18, 35, 10749]",726821,hi,Pyaar Actually,Four interlinked stories showcasing love across generations and different relationships. Each story represent a different stage of love - a couple that’s just started dating to one that’s about to get married. Another couple is on the cusp of parenthood and the fourth has been married for over forty years.,1.524,/icJFWeCc6nMTYD8JUlZmTJ5DUW3.jpg,2018-10-18,Pyaar Actually,False,0.0,0
False,,[18],955593,hi,The Umesh Chronicles,It's an independent slice-of-life drama and will see Amitabh Bachchan playing a Lucknow cab driver.,1.06,,2023-03-02,The Umesh Chronicles,False,0.0,0
False,/d1CYMhiHcPs7P2x5WHsNCw2QSo6.jpg,"[35, 18, 53]",682838,hi,O Pushpa I Hate Tears,"You always fall in love with those whom you want to be the part of your life. This is the only truth and only condition. When Aditya fallen in love with Pushpa, she thought that he only loves her. But she gets traumatized when she came to know that Aditya was in love with her only to get her money. He only wants money not Pushpa. Aditya wants Pushpa out of his way, so he takes the help of Shyam. But Shyam smartly get Pushpa in love with him and also get a hold on her. Shyam is so clever that its impossible for Aditya to remove Shyam from Pushpa’s life and her money. Now Aditya is helpless and feels like he lost Pushpa and her money as well. What Aditya will do now?",1.557,/sRAlQCKkkalbo2Heg2So9GW0EvT.jpg,2020-02-28,O Pushpa I Hate Tears,False,10.0,1
False,,"[35, 18, 10751]",393615,hi,संजोग,A woman accept a new job only to discover she is now the boss of the man she married in secret a few years ago.,1.06,/fft1MyEyxMk02Fk2CWET03DgjmM.jpg,1972-02-03,Sanjog,False,5.5,2
False,,"[80, 18, 28]",78444,hi,शबरी,An impoverished woman faces off against gangsters as well as the police after her brother is killed.,1.06,/v9JcUoBO4AOZS08BPyW3QncPkHe.jpg,2011-11-08,Shabri,False,5.5,1
False,/tFlt6rUjC6y8RELKwAHbZjKo2la.jpg,"[18, 10749]",117329,hi,Haal-e-Dil,"While traveling by train Shekhar attempts to woo Sanjana Sharma, but finds out she had given her heart to a former boyfriend, Rohit, who is no more. Both share some misadventures en-route to Simla, and upon arrival Shekhar openly declares his love for her knowing fully that this decision will bring nothing but heartbreak for him.",1.059,/o8iyHl67gXnUYnXxgrtFNCy3Gyn.jpg,2008-06-20,Haal-e-Dil,False,3.5,2
False,,[18],848318,hi,कब तक चुप रहूँगी,"On her trip to a remote and scenic village, Geeta meets Gopal, a local guide. The two fall in love but she is forcefully married to a rich industrialist who does not respect her.",2.015,/eid8QoVPRB9uzMOlm4DJ3lEzTiJ.jpg,1988-01-01,Kab Tak Chup Rahungi,False,0.0,0
False,,"[80, 53]",751640,hi,376 D,"In a series of heinous events one dark night, in the by lanes of Delhi; two brothers come face-to-face with a nightmare they never imagined. Their entire life turns upside down. Soon they discover there's no law to serve them justice. Their courageous battle for justice forms the rest of the story.",1.589,/5cS9BfVW2bRRwRG0om49tO6T0Ga.jpg,2020-10-09,376 D,False,4.25,2
False,/gu4kYlD67fn6u3xn4QPTpSJY8ma.jpg,"[12, 10749]",277258,hi,Sultanat,"After his wife dies in childbirth as the result of an unsuccessful coup attempt by the bandit Razoulli (Amrish Puri), Gen. Khalid (Dharmendra) vows to avenge her death in this Bollywood thriller. But as he prepares to carry out his plan against Razoulli's son (Sunny Deol) years later, little does Khalid know that the two are connected by a long-buried secret. Sridevi, Karan Kapoor and Juhi Chawla also star.",2.47,/uxp0zupfc0rr72XshfhWH6jC20h.jpg,1986-03-11,Sultanat,False,7.0,6
False,,"[36, 18]",988558,hi,पटरानी,"The story is about King Karma Dev who gives a lot of importance to physical beauty. His mother, the Rajmata requests Mahamantri Munjal to find him a nice wife. Karma Dev often dreams of marrying an unknown beautiful woman he had once seen in the Somnath temple. Meanwhile, Mrinalla is the princess of Karnataka, who also dreams of marrying a king she had once seen in the Somnath temple. When Munjal happens to see the beautiful woman Mrinalla, he shows the King's portrait to her and she is happy to finally find the man of her dreams. So she runs away from the palace and searches for Karma Dev to marry him. Soon after, Munjal shows Mrinalla's painting to Karma Dev, who agrees to marry her. On the day of the marriage, the King finds out she is dark and refuses to marry her. After several incidents, Karma Dev realizes his mistake and at last he happily accepts Mrinalla as his Patrani.",1.058,/1Exsph3Ez56rvNDBnqFL9LM6yOs.jpg,1956-01-01,Patrani,False,0.0,0
False,,[10749],190873,hi,Ek Nazar,"One Glance.  Romance between a poet, son of the public prosecutor, and a nautch girl accused of murdering her mother.",1.058,/pbVZgop522kSXpuHGBHMsGEt5De.jpg,1972-07-28,Ek Nazar,False,6.0,2
False,,[18],305893,hi,Mera Qasoor Kya Hai,"Mera Qasoor Kya Hai is a 1964 Hindi film starring Dharmendra, Nanda and Om Prakash. The film's music is by Chitragupta.",1.265,/kKYAm8JyaFV1uNJ1W0WUL7LlOSq.jpg,1964-04-13,Mera Qasoor Kya Hai,False,0.0,0
False,/3HvF5RtvbosU1bHSNa8vK41F8QX.jpg,[53],1092606,hi,#MUTE,A lone divorcee sets the race against time to search for the person that shattered her life.,1.565,/ySoi7upGRPRuA7yX6VkpMJKzquj.jpg,2023-02-27,#MUTE,False,0.0,0
False,/aHxSvXWli3BRhoqHA1gKuYBJPfL.jpg,[18],555017,hi,Saajan Ka Ghar,"The Dhanrajs are blessed with a daughter. However, during childbirth, Dhanraj's wife dies and he blames his daughter for his wife's fate. He refuses to see her face and remarries. His daughter, Laxmi, grows up to be a beautiful woman who's ignored by her father and abused by her stepmother. The only person who stands by her is her half-brother. Laxmi soon gets married but fate seems to hold nothing new for her. She has a loving relationship with her husband, but her mother-in-law couldn't stand her and she too physically abuses her.",1.056,/eGhRH3y3AN6VvXaMo12KgNsbMrI.jpg,1994-04-29,Saajan Ka Ghar,False,5.5,2
False,,[],331566,hi,इंसाफ कौन करेगा,"Jageera Singh has always lived a life of crime, drinking alcohol and frequenting brothels, even though he is married to pregnant Laxmi, and has a son named Vikram. On the day of Laxmi's delivery, Jageera is busy molesting young Paro. Laxmi gives birth to a daughter, Jyoti, who is subsequently abducted. Jageera disappears from Laxmi's life, and she goes to live with a female friend who passes away, leaving Laxmi with the responsibility of also looking after her son, Virendra alias Veeru. Years later Jageera surfaces and joins forces with smuggler and prominent citizen, Bhanupratap. When Police Inspector Vikram's diligence causes problems for Bhanupratap, Jageera offers to kill Vikram, especially when Bhanupratap's niece, Priya, falls in love and wants to marry Vikram. It is at this point that the past will re-visit Jageera where he will come face to face with his past wrong actions and the devastation that he has inflicted on his family.",1.056,/xTPbMectzKIgiGIAl8Fqy7qUT4r.jpg,1984-06-20,Insaaf Kaun Karega,False,10.0,1
False,/kL6A073fVm5IlESKD6fkZskLXSB.jpg,"[35, 10749]",331302,hi,Badmashiyaan,"Dev's girlfriend leaves him on the night he was planning to propose to her. Months later, a private investigator is trying to track her down.",1.799,/4a0E831ZNzgEBXg9tGH8Gks3wzb.jpg,2015-03-06,Badmashiyaan,False,5.0,1
False,,"[35, 10402, 28]",325889,hi,Garam Masala,"Lusty womanizer, army Captain Kishore, wants a gypsy dancer for himself, and is ready to kill anyone who tries to get in the way. But his plans are foiled when the woman kills herself, leaving behind an injured father, the head of the gypsies, and a younger sister by the name of Jugnu. Jugnu swears to avenge her sister's death, and seeks training from Robert Taylor, and becomes an expert in weapons and fist-fighting. She assumes the guise of a masked male and calls herself ""Garam Masala"", and inflicts terror in Captain Kishore's life and army. Garam Masala's attempts to kill Kishore are foiled when she is captured. She is rescued by a mysterious masked male, who disappears into the night. Kishore is clearly baffled by the appearance of two masked men, and asks his men to search high and low for them. In the meantime, Kishore returns to his kingdom, which has it's King missing for several years, and the prince - a puppet in the hands of Kishore and his men.",1.794,/1zTOvmbzVhVHalDxy0Ee3iuGULp.jpg,1972-05-05,Garam Masala,False,6.0,1
False,,"[18, 10751]",172678,hi,Be-Imaan,"Be-Imaan (Hindi: बेईमान, Urdu: بے ایمان) is a 1972 film directed by Sohanlal Kanwar. The film stars Manoj Kumar, Raakhee, Premnath, Pran, Prem Chopra and Tun Tun. The music is by Shankar Jaikishan.",1.264,/AnYqeSOHpsCm3gENN3vX8L8y47p.jpg,1972-03-02,Be-Imaan,False,0.0,0
False,,"[12, 14]",904020,hi,Hatim Tai,"The film is about Hatim Tai (Hatim of Tayy), a merchant and poet who was known for his charity and kindness. In this Arabian Nights style fantasy Hatim Tai, referred to as Shehzada (Prince) from Yemen, undertakes a perilous journey in order to save a young fairy turned to stone. He can do this by answering seven questions posed to him on the way.",1.265,,1956-01-01,Hatim Tai,False,0.0,0
False,,"[53, 80, 18]",503925,hi,Woh,"Job-hunting, on his way from Goa to Mahabuleshwar , Shekhar Kapoor ends up at Laila's Bar, is mistaken for a contract killer by Pratap Singh and Laila, and is instructed to kill Sonali, ...",1.515,/uuqQVnxPHwOLLhWs95ybi8EXjh0.jpg,2004-03-26,Woh,False,0.0,0
False,/gUFhijjzdBmvzsDiB5laZON5C9F.jpg,[18],465958,hi,Radha Ka Sangam,Radha ka Sangam is based on re-incarnation.  Govinda (Govinda) and Radha (Juhi Chawla) love each other.  They get married but after the marriage things do not go in their favor. A lot of tragic incidents happen in their lives. Govinda gets a jail sentence and Radha is also not well. When Govinda gets out of jail another tragedy strikes. Do they meet in their next birth? What happens next?,1.264,/87CUhmWTM1bj6ejZfTX9x1EVM6X.jpg,1992-07-01,Radha Ka Sangam,False,0.0,0
False,,[18],262352,hi,Thanga Malar,,1.055,,1969-01-13,Thanga Malar,False,0.0,0
False,,"[35, 18, 14, 10749]",71315,hi,जाने कहाँ से आयी है,A man tries to help an alien from Venus find true love on Earth.,1.786,/8opCHaRGQQMHW1Sx3FR9xIObF4f.jpg,2010-04-09,Jaane Kahan Se Aayi Hai,False,4.7,9
False,,"[28, 80]",596171,hi,Guru Mahaaguru,"After literally being torn apart as children, brothers Ajay (Mukul Dev) and Gautam (Ashutosh Rana) are leading separate adult lives but are both in search of the same thing: their father's killer. Each believes he's found the culprit, but what they don't realize is that their target is really an undercover cop who's infiltrated the criminal underworld to find the murderer. Om Puri and Naseeruddin Shah also star.",1.055,/8Hw20RjyUzV9UBSv9nH7Izcns8q.jpg,2002-12-13,Guru Mahaaguru,False,0.0,0
False,,[18],465641,hi,Massey Sahib,"In a small, tribal district town of Central India in 1929, Francis Massey is the 'English Type Babu' at the Deputy Commissioner's office. Massey believes that because he is Christian and can speak English, he is a cut above other Indians and not very different from the white sahibs he serves. For a man of lowly birth, Massey has risen to a dizzying height. On the other hand, he acknowledges no realistic limits to his own free spirit. Whenever the real world fails him, he improvises - boldly, imaginatively. Alas, the unsmiling, implacable machinery of the Raj has no room for Massey Sahib, the travelling salesman, road foreman and entertainer. Right up to the bitter end, Massey believes that Deputy Commissioner Adam Sahib will step in and save him.",1.055,/oFqhcrngrwD3QZD634ZBqcneXiD.jpg,1986-04-29,Massey Sahib,False,0.0,0
False,,[18],404373,hi,Humein Tumse Pyar Ho Gaya Chupke Chupke,"Major Yamraj Singh and Professor Durander Lal have been friends for many years, live as neighbors, share meals, and would like their respective children, Raja and Rani to get married. At a well organized reception, they do announce their official engagement, little knowing that both dislike each other. While Rani is not decided about her future partner, Raja likes Manjit Singh, the daughter of Dildar Singh, who owns a trucking business.",1.515,,2003-06-30,Humein Tumse Pyar Ho Gaya Chupke Chupke,False,0.0,0
False,/c0rVnsW2dxYg8iTZAG71Hf53ia1.jpg,"[10751, 10402, 10749]",306426,hi,ममता,"The son of a wealthy family, Monish falls in love with Deviyani, a girl from a considerably less privileged background. When Monish leaves to study abroad, the lovers plan to reunite, but desperate financial straits force Deviyani into a marriage with a philandering drunk instead. Deeply unhappy, she flees, taking her infant daughter with her and vanishing into thin air. Does fate have more than misery in store for the unfortunate Deviyani?",1.545,/kGHRk8iKg1YaERR5F2nMoCHx3UI.jpg,1966-02-27,Mamta,False,6.0,1
False,,"[28, 12]",1148001,hi,Sharaabi,The big-screen action-adventure is directed by Abhishek Kapoor and produced by Ronnie Screwvala and Pragya Kapoor.,1.054,,,Sharaabi,False,0.0,0
False,,[18],1019973,hi,Gyara Hazar Ladkian,"Gyara Hazar Ladkian is a 1962 Indian Hindi-language romantic social drama film directed by K. A. Abbas. The film was co-produced by the poet Ali Sardar Jafri, who also helped co-write the story with Abbas. Produced under the Film Friends banner, it had music by N. Datta. The director of photography was Ramchandra",1.054,/qv0R4b5I2DQS0nvD5RerPx4n4cL.jpg,1962-01-25,Eleven Thousand Girls,False,0.0,0
False,,[],504016,hi,Adhir Bhat and Bobby Nagra's Some Times,"Paramjit Singh Duggal aka Pammi has problems bigger than his pet names. With competing expectations from his family, boss and girlfriend and an affinity for a weed and whiskey fueled night life, Pammi is left with very little time.",1.054,,2015-03-22,Adhir Bhat and Bobby Nagra's Some Times,False,0.0,0
False,,"[28, 35, 80]",481126,hi,Ramgarh Ke Sholay,"Ramgarh Ke Sholay is a 1991 Hindi-language Indian spoof feature film directed by Ajit Diwani, starring Vijay Saxena, Kishore Bhanushali and Amjad Khan in lead roles. The film parodies the 1975 classic Bollywood blockbuster Sholay. Wikipedia",1.544,/bgaIwx1GnDprMRVnXAoFwxkUnsQ.jpg,1991-06-21,Ramgarh Ke Sholay,False,6.0,1
False,,[],426177,hi,Elaan-E-Jung,A small Indian village is terrorized by a terrorist Kalanag who wants to destroy the country and become its ruler.,1.054,,1989-08-17,Elaan-E-Jung,False,0.0,1
False,/5i4lZpIbhn2pHmNSIgIOriV7LW2.jpg,"[10749, 18]",402040,hi,स्वामी,"Saudamini is a pampered girl until she is forced to marry the widower Ghanshyam and move into his large household. Saudamini cannot cope with her husband's overbearing and greedy stepmother and pines after the man she really loved and had to abandon, Narendra.",1.054,/jMXJ6cw2W41s2Osk3GlvaoKMRkO.jpg,1977-01-06,Swami,False,4.0,1
False,/fAgn3iepk1wBQZcnGoG2MfiWgaj.jpg,[],390836,hi,CRD,"The Purushottam Karandak — a real-life inter-college festival in which theater students compete head-to-head — becomes an ideological battleground in this bold,brilliant exploration of the creative impulse. IFFLA alum Kranti Kanade leaves no radical idea or experimental flourish behind as he tells the story of Chetan, an aspiring young writer who dreams of winning the competition but struggles to find his own artistic voice. After Chetan clashes with his tyrannical acting professor, he enlists his own group of misfits to perform a play against his college’s official team. If only he could come up with a great story and keep his own temper and libido in check. And should true art even be placed in a competition, where one vision is declared the best?",1.58,/6yu0G5IIgZL1o6tx4xUVX1YbpPg.jpg,2016-11-04,CRD,False,7.0,2
False,/rBhhMmsKpUbbXeRJIWzx7K2q2yt.jpg,[18],306385,hi,Gomti Ke Kinare,"After his father's death, young Sameer runs away to search for his mother and is adopted by the tawaif Ganga.",2.264,/kvT3baVTsQFKi0zAN6P3faNEnLn.jpg,1972-11-22,Gomti Ke Kinare,False,0.0,0
False,,"[35, 18, 80]",306357,hi,Paying Guest,"An incompetent lawyer gets evicted, dons the guise of an old man to gain accommodation, falls for the owner's daughter, then faces numerous life-changing challenges.",1.054,/vi1jVsmQynaO75SwtUbR6qhHDNP.jpg,1957-01-01,Paying Guest,False,7.0,1
False,/aNGeGIM8ZWKhKnrOJ2ZA6BfZRnL.jpg,"[28, 18]",306336,hi,Aaj Ki Awaz,A Professor finds his life turned upside down after he decides to combat crime.,1.294,/wpyQWJcVY9qmS45e56QP0lELa7q.jpg,1984-09-07,Aaj Ki Awaz,False,5.0,1
False,,[],573638,hi,Pehla Aadmi,"It was 1943. Burma was under Japanese control. In Pegu, a small place near Burma lived two Indian families. They were neighbors Kumar and Lata loved each other. Their parents were also willing to see them engaged. Suddenly one day, it came out in the news paper the Netaji Subhas Chandra Bose had called on the people to give him blood so that he could give them freedom. Kumar was reluctant but later on he decided to join the INA.",1.054,,1950-06-07,Pehla Aadmi,False,0.0,0
False,/dT9KtJ7HVR1JwvzPQkb3sPLiSJ5.jpg,[18],507399,hi,Thikana,"Alcoholic lawyer Ravi Goel does not get cases because he refuses to lie. He lives with his mother and sister Shashi ,who also happens to be the breadwinner for the family.  MP Rane rapes a girl and is videotaped by a cameraman . Rane has both of them killed. Meanwhile, Shashi becomes pregnant from Ranbir Singh. She refuses to marry him because she feels that when she would leave her family, they would be in trouble. Ranbir convinces Ravi to take on cases to fight in the court.  Tea shop owner tells Ravi that dancer Shaila's brother has been missing for some time. Ravi begins searching for her brother and, discovering his death, tries to find the killers.",1.054,/3CxnBDITdLqXygVVAU9cCA8ABnM.jpg,1987-10-18,Thikana,False,5.0,1
False,,[18],499895,hi,Bhamashah,"A retelling of the story of Bhamashah, a truly remarkable character in Indian history- a philanthropist, warrior, advisor to Maharana Pratap and most importantly, a Jain Shravak. On the forefront of massive wars against the Moguls, Bhamashah looted their treasure and donated all his wealth to Mewar.",1.549,/8XDLwEguTfJJ3JTUVAU1PqRrFXP.jpg,2017-05-23,Bhamashah,False,4.0,1
False,/6QyFd1oEXWskzMmGHgByklAvhKe.jpg,[10749],223255,hi,Ajab Gazabb Love,"Ajab Gazabb Love ('Strange and Amazing Love') is a 2012 Bollywood romantic comedy film directed by Sanjay Gadhvi and produced by Vashu Bhagnani. The film stars Jackky Bhagnani opposite Nidhi Subbaiah in lead roles, along with Arjun Rampal, Darshan Jariwala and Kirron Kher in supporting roles, whilst Arshad Warsi appears in a cameo role.",2.326,/srI7sgDhJ613afQLjqy71EzUMDn.jpg,2012-10-24,Ajab Gazabb Love,False,5.5,2
False,/tNiXlsxiiMzEoppkC6ebC4P4zCs.jpg,[28],73110,hi,तक्षक,"Nahar Singh's (Amrish Puri) fore-fathers and he have sworn to protect the family and heirs of powerful underworld don, Jodhabhai and his heirs for generations. Nahar would like his son, Ishaan (Ajay Devgan) to continue this tradition, to which he is willing as he friendly with Jodhabhai's son, Sunny (Rahul Bose). Ishaan's vow begins to falter when he falls in love with Suman Dev (Tabu). Things gets even more complicated when Suman comes forward to testify that she witnessed Sunny's car being driven from the scene of a multiple homicide. Sunny finds this out and asks Ishaan to chose between him and Suman, and Ishaan choses Suman. Things escalate out of control when Nahar is killed; and Ishaan becomes a prime suspect in the multiple-family homicide.",2.458,/rUGay9zMlCvyJ3IBPNvinv4YX4Y.jpg,1999-12-02,Thakshak,False,5.8,5
False,,"[36, 18]",884408,hi,The Good Maharaja,"In 1942, Digvijaysinhji Ranjitsinhji Jadeja, Maharaja Jam Sahib of Nawanagar, established the Polish Children's Camp in Jamnagar-Balachadi for refugee Polish children brought out of the USSR during WWII.",1.053,,,The Good Maharaja,False,0.0,0
False,,"[18, 10751, 10749]",304180,hi,आशा,"A famous singer, Aasha, falls in love with a truck driver, who believes his wife is dead, but when Aasha discovers that his wife is alive, she struggles as to whether she should reveal this information, and possibly lose him.",1.323,/oGQi9ciGRoVOiDdTbxWCRFu6Xjy.jpg,1980-03-21,Aasha,False,4.5,2
False,,"[18, 10749]",911831,hi,Oh Bewafaa,A spurned woman concocts an elaborate plan of revenge against a pilot who made love to her and then betrayed her trust.,1.793,/ljH58fYBfSo5xXHpaKpuTGMjpZA.jpg,1980-09-19,Oh Bewafaa,False,3.0,1
False,/mXCR7VZ3q4owuAl7g8J3kGfQKUi.jpg,[],426026,hi,अफ़साना,"Ratan and Chaman are twins brothers who love the same girl, Meera. During a fair, all three are separated. While Chaman and Meera are found, Ratan is untraceable. Years later, Chaman is no longer attracted to Meera, but in a dancing girl named Rasily, while Meera awaits word of her childhood sweetheart Ratan, who she feels is still alive. Then the unexpected happens, Chaman gets into a fight with another man, killing him, and is on the run from the police. Misunderstandings are clarified, and the law declares this to be an accidental death, and as a result Chaman returns. But this is not the same Chaman any more. For one thing, he has lost interest in Rasily, and is more interested in Meera - could it be that Ratan has returned in place of Chaman? If so, what has happened to Chaman?",2.044,/4gAPjYGP22mwfLwhw5g0vb5KrrZ.jpg,1951-01-01,Afsana,False,6.0,1
False,,[18],111057,hi,Gattu,"In this town, the sky is full of kites, and all the kids are obsessed with kite-flying. There is a kite called KALI that rules the skies. No one knows who flies Kali. No one can defeat Kali. An illiterate street urchin takes up the challenge. With neither money nor education on his side, he sets out for his goal. Dreams aren't impossible when the desire is strong... Premiered internationally at The 62nd Berlin International Film Festival.",2.454,/rXUY6OOTFaX88OVTIqT3DLvNCup.jpg,2011-11-14,Gattu,False,6.5,4
False,,"[28, 18, 10749]",506059,hi,Rocky,"Rocky is a short-tempered guy who makes an enemy in Anthony. Ultimately, it leads to Rocky's girlfriend being killed and a shattered Rocky leaving the country. But Rocky's past returns to haunt him.",1.295,/zHdS5xJI7PCrRsZ5cnQVKsjWToO.jpg,2006-09-22,Rocky,False,3.0,1
False,,[],243890,hi,Ballad of Rustom,"Rustom works in a small government office in the countryside. Life for Rustom is wandering from place to place in the small town, spending time with Kapil who works on the suburban trains, living with the eccentricities of his boss, and being magically transported into his imaginary other world in the far reaches of this beautiful and lonely countryside which maybe undergoing a quiet upheaval that may disturb it's dark and mysterious worlds forever.",1.051,/jnSHrF08fsTojdzJhNknvIOoAsH.jpg,2014-12-25,Ballad of Rustom,False,0.0,0
False,,[],71297,hi,कसौटी,"Sapna lives a simple life in the slums with her hard-working mother and her alcoholic step-father. One day she catches the eye of the wealthy smuggler Heera, who tries to seduce her, then sexually assaults her. Sapna is rescued by the young taxi driver Amit and the two fall in love, but vengeful Heera is not the only challenge to the couple's love.",1.823,/2YU9Ldgvqy6XBkKrW1MayabKwpx.jpg,1974-08-05,Kasauti,False,4.5,2
False,,[],112887,hi,लश्कर,"Professor Anand lives a wealthy lifestyle in Bombay along with his wife, son, Raju, and a sister, Barkha, who will soon get married to Police Inspector Sumeet. Anand gets information that about a drug deal through Raghu, and together he and Sumeet apprehend Sangram Singh, who is arrested, tried in Court, but not found guilty. As a result, Sumeet resigns, and subsequently, Sangram's men break into Anand's house, kill his wife and son, assault Barkha, who is hospitalized, and loses her memory. Anand and Sumeet recruit Bhima, Amar, and Johnny, and they wage war on Sangram and his illegal operations. They do make a huge impact, and even influence Sangram's daughter to go against her dad. Their future plans change drastically when Sangram decides to strike back - this time by targeting each one of his opponents individually, and abducting Barkha.",2.073,/nKWbN5JH5EgehBXfCUW6RWpXlGc.jpg,1989-09-01,Lashkar,False,4.5,2
False,/j6r1jukdoJsOZ15RknTJ6wrACT1.jpg,"[10749, 18]",826178,hi,भवई,"The story is about the dream of Rajaram and its impact on the society. Rajaram an enthusiast by nature had only one dream of becoming an actor since his childhood. Being a village resident, he was deprived of that chance to live his dream. Will the duo be able to survive the obstacles or become a victim and succumb to the blind beliefs of the society? Who is the real Ravan, Rajaram or We ""The Society""?",1.05,/ijNfv8WUk555lJl6xaq5iP517Df.jpg,2021-10-22,Bhavai,False,0.0,0
False,,"[18, 10751]",557127,hi,Chuskit,"To chase her dream of going to school in her remote Himalayan village, a feisty paraplegic girl locks horns with her tradition-bound grandfather.",1.049,/4hKmLBmFDMmFYkKVjL2OeRTSYL8.jpg,2019-02-18,Chuskit,False,10.0,1
False,/dnry8Brx5NnYd0k13W4M4WsB1oQ.jpg,"[18, 28]",311862,hi,Jigarwala,"Murder and political intrigue kick off a chain reaction of revenge in a small Indian village when the local zamindar, Dhurjan Singh (Amrish Puri), is convicted and jailed for killing Ranjeet (Biswajeet), a villager who opposed his policies. The animosity only intensifies when Dhurjan is released from prison and learns his son has been murdered in his absence. Anil Kapoor and Gulshan Grover co-star.",1.322,/2GwEeK5pBxUgiJomK0CxxoXYyXG.jpg,1991-01-04,Jigarwala,False,6.5,2
False,/zvevYurkSR59ZYRugHVUtNFZQiC.jpg,[],306355,hi,Patita,"Radha earns a living begging in order to support herself and her crippled and ailing father. They live in a small tenement, under the constant threat of eviction by their landlord for unpaid rent for several months. One day, while begging, Radha meets a young man, Nirmal Chander, who would like to see her improve her status by getting employment, he even goes to the extent of assisting her find work in a mill. He subsequently invites her over to meet his mother, and asks her to marry him, to which she agrees. Nirmal also seeks the permission of her dad. When he goes to get her to make arrangements for their marriage, he finds her and her dad gone.",1.793,/4YbmMYsf9aVcBzRVXVwlHcsr6Xo.jpg,1953-01-01,Patita,False,6.0,1
False,,[18],60239,hi,Tahaan,"A tender fable about childhood innocence amid the realities of war is set against the rugged landscape of Kashmir, so long a flash point for the territorial claims of neighboring India and Pakistan. The title character, an eight year old mountain boy, often hears distant gunfire. But it is not until he goes on a quest to reclaim his beloved donkey, which has been confiscated as payment of his poor family's debts, that he is drawn toward a violence he has no capacity to understand.",1.574,/AhdMcqc5NGKgLLKuyK5Qq1VUTqK.jpg,2008-09-05,Tahaan,False,7.0,2
False,/boUV6XAKfivbgEPgovWFrs4BizB.jpg,"[18, 10749]",308258,hi,Sharabi,"Keshav, an alcoholic, swears off alcohol after his father's death. He loves Kamala, whose father gets him a job and fixes a marriage date. But, the marriage is cancelled when he starts drinking again.",2.447,/pv1fFb97IsAULa1bFXJtmriy65A.jpg,1964-01-01,Sharabi,False,0.0,0
False,,"[10749, 35]",301059,hi,आशा,A wealthy Kishore always ready to help the poor.He travels to Bombay to be with his cousin Raj whose a womanizer and has ditched many women.Raj and Kishore go for hunting in Jungle where Raj meets a man who ask shim to marry his daughter whom he had cheated but Raj kills him and frames Kishore for the murder whose then on the run from police.,1.049,/GE91lnfEUFaMTdJwKvZSFpSxxv.jpg,1957-01-01,Aasha,False,0.0,0
False,/kC336yt6MdLzxZHqW7BAI1apCCF.jpg,"[28, 10749]",159420,hi,Yaarana,"Bishan loses his fortune while helping his friend Kishan in his singing career. Now successful, will Kishan return the favour?",2.062,/55z4lDGZCZznPXDuLMkFVy7bJr1.jpg,1981-01-10,Yaarana,False,6.5,10
False,/kc2HNxq8CdPeV7VlwSFrV5boZXx.jpg,"[18, 14, 10749]",117345,hi,मस्त,"A young man goes out of his way to meet a film star (Urmila Matondkar), an obsession that caused him to flunk his final exams.",2.447,/dGRfcTwZ6M5B6a2A20cvfrtGCdL.jpg,1999-10-15,Mast,False,4.8,9
False,/rft7UdViCJI6vkmFHGsjksYC9mw.jpg,"[35, 18]",913532,hi,मेरे देश की धरती,Encompasses the journey of two engineering friends who go on a new adventure in the farming industry.,2.446,/53VStqbu6cS6HlfswFsSe4WMOm1.jpg,2022-05-06,Mere Desh Ki Dharti,False,7.375,4
False,/n9GSqN1pblSidOD36UrAU8aUvhJ.jpg,[],819866,hi,Zulm Ki Zanjeer,"Two estranged childhood friends, Raghu and Suresh, find themselves at loggerheads when Raghu joins the army and Suresh becomes a gangster.",1.762,/ofj4qs4dcDc4oWsR8ojKvBJfilW.jpg,1989-04-12,Zulm Ki Zanjeer,False,0.0,0
False,,[35],517181,hi,Khujli,"What happens when Girdharilal and Roopmati decide to scratch a 25-year-old itch? Secret desires come out, hidden fantasies are revealed, long-lost fire is rekindled, and things can't help but get a little...kinky.",1.798,/5s83Nj8x6nVqMosSYcseQewd4H9.jpg,2017-03-31,Khujli,False,1.0,1
False,/9PeO5TDY5djbI41E4q2o4UmBz9b.jpg,"[10749, 18]",458151,hi,दस्तक,"Dastak (English: Knock) is a 1996 Hindi language Indian feature film directed by Mahesh Bhatt, starring Sushmita Sen in her debut film supported by Mukul Dev with Sharad Kapoor as the psychopath.",2.446,/3Nw9EqyRiZ8p2fpbNjFdpU3LIBx.jpg,1996-11-29,Dastak,False,5.333,3
False,,[35],393429,hi,Hera Pheri 3,,2.446,,,Hera Pheri 3,False,0.0,0
False,,"[10749, 18]",304643,hi,सौदा,"Jyoti and Deepak fall in love and get married to each other. However, due to several misunderstandings, they get separated.",1.048,/nvva0ac57RYqd1exsO5xc4rIPkx.jpg,1995-02-03,Sauda,False,0.0,0
False,,[28],302950,hi,Ek Hi Raasta,"Can Karan Singh stop Kubla, the vile terrorist from ruling over all of India and save Col. Choudry and his daughter Priya?",2.162,/iJl31wwlTOYIWqVQsaXiQdtAaAN.jpg,1993-10-22,Ek Hi Raasta,False,3.8,5
